matches,teams,rounds,date_first,date_last,title,slug
240,16,30,1983-08-19,1984-06-01,Bundesliga 1983/1984,aut-bundesliga-1983-1984
240,16,30,1982-08-20,1983-06-25,Bundesliga 1982/1983,aut-bundesliga-1982-1983
180,10,36,1981-08-14,1982-05-25,Bundesliga 1981/1982,aut-bundesliga-1981-1982
180,11,36,1980-08-14,1981-06-20,Bundesliga 1980/1981,aut-bundesliga-1980-1981
180,10,36,1979-08-17,1980-06-07,Bundesliga 1979/1980,aut-bundesliga-1979-1980
180,10,36,1978-08-18,1979-06-22,Bundesliga 1978/1979,aut-bundesliga-1978-1979
180,10,36,1977-08-09,1978-05-06,Bundesliga 1977/1978,aut-bundesliga-1977-1978
180,10,36,1976-08-03,1977-06-22,Bundesliga 1976/1977,aut-bundesliga-1976-1977
180,10,36,1975-08-08,1976-06-18,Bundesliga 1975/1976,aut-bundesliga-1975-1976
180,10,36,1974-08-09,1975-06-20,Bundesliga 1974/1975,aut-bundesliga-1974-1975
